6.38282,7.95047,-1.938854,6.5059,-1.938854,6.5059,4.18326,8.0715,4.544565,8.0916
6.38856,7.974,-1.778274,6.5661,-1.77402457,6.5557972,4.18326,8.0715,4.544565,8.0916
6.39346,7.99773,-1.677912,6.6263,-1.67584717,6.61980115,4.18326,8.0715,4.544565,8.0916
6.39754,8.021599999999999,-1.517332,6.6665,-1.51801863,6.67328785,4.18326,8.0715,4.544565,8.0916
6.40077,8.04561,-1.396897,6.7467,-1.3976018834,6.753515462199999,4.18326,8.0715,4.544565,8.0916
6.40317,8.06972,-1.176099,6.8471,-1.1946031834,6.9106939622,4.18326,8.0715,4.544565,8.0916
6.40473,8.09389,-1.055664,6.9274,-1.0958001834,7.0435906622,4.18326,8.0715,4.544565,8.0916
6.40544,8.1181,-0.975374,7.0278,-1.0318545834,7.1596091622,4.18326,8.0715,4.544565,8.0916
6.40531,8.142329999999999,-0.875012,7.3088,-0.9753288834,7.4603844622,4.18326,8.0715,4.544565,8.0916
6.40433,8.16653,-0.854939,7.4694,-0.9468575433999999,7.6201638532,4.18326,8.0715,4.544565,8.0916
6.4025,8.19069,-0.834867,7.6902,-1.0302245434,7.8776391532,4.18326,8.0715,4.544565,8.0916
6.39984,8.21476,-0.854939,7.8507,-1.1141970434,8.0429396332,4.18326,8.0715,4.544565,8.0916
6.39634,8.23873,-0.935229,7.9712,-1.2113224434,8.153778383199999,4.18326,8.0715,4.544565,8.0916
6.392,8.262560000000001,-1.075737,8.0916,-1.3218741434,8.3226669832,4.18326,8.0715,4.544565,8.0916
6.38683,8.28623,-1.176099,8.171900000000001,-1.4035694434,8.4348200832,4.18326,8.0715,4.544565,8.0916
6.38084,8.309699999999999,-1.216244,8.3124,-1.4308422434,8.5796545232,4.18326,8.0715,4.544565,8.0916
6.37403,8.33295,-1.216244,8.3124,-1.43083703084,8.57965801398,4.18326,8.0715,4.544565,8.0916
6.36642,8.35595,-1.276462,8.633599999999999,-1.30765103084,9.004240013979999,4.18326,8.0715,4.544565,8.0916
6.35801,8.37866,-1.276462,8.6938,-1.28901393084,9.06739840398,4.18326,8.0715,4.544565,8.0916
6.34881,8.401070000000001,-1.156027,8.8544,-1.11418933084,9.19904010398,4.18326,8.0715,4.544565,8.0916
6.33884,8.42315,-0.915157,9.035,-0.82084583084,9.32541410398,4.18326,8.0715,4.544565,8.0916
6.3281,8.44486,-0.614069,9.1153,-0.5082509308399999,9.37093820398,4.18326,8.0715,4.544565,8.0916
6.31661,8.466189999999999,-0.312982,9.1554,-0.17696413084,9.31376980398,4.18326,8.0715,4.544565,8.0916
6.30438,8.4871,-0.112257,9.1554,0.03851286915999996,9.238154503980001,4.18326,8.0715,4.544565,8.0916
6.29143,8.507569999999999,0.068396,9.055099999999999,0.2249183291599999,9.14771150398,4.18326,8.0715,4.544565,8.0916
6.27777,8.52758,0.289194,8.8544,0.4310643291599999,8.92966450398,4.18326,8.0715,4.544565,8.0916
6.26343,8.5471,0.610354,8.6938,0.7198747291599998,8.67174790398,4.18326,8.0715,4.544565,8.0916
6.24841,8.5661,0.750861,8.4931,0.9300357291599999,8.50493620398,4.18326,8.0715,4.544565,8.0916
6.23273,8.584569999999999,0.811079,8.412800000000001,0.99777233916,8.429862543980001,4.18326,8.0715,4.544565,8.0916
6.21643,8.60248,1.051949,8.2723,1.25886993916,8.319461043979999,4.18326,8.0715,4.544565,8.0916
6.1995,8.619820000000001,1.212529,8.171900000000001,1.44583063916,8.252363543980001,4.18326,8.0715,4.544565,8.0916
6.18198,8.63655,1.513616,8.0715,1.76551323916,8.196433343980001,4.18326,8.0715,4.544565,8.0916
6.16389,8.652659999999999,1.854849,8.051500000000001,2.10747669516,8.18774404398,4.18326,8.0715,4.544565,8.0916
6.14525,8.66812,2.115792,8.051500000000001,2.36832910376,8.187737658320001,4.18326,8.0715,4.544565,8.0916
6.12608,8.682930000000001,2.236227,8.051500000000001,2.48869055016,8.187720198220001,4.18326,8.0715,4.544565,8.0916
6.1064,8.69706,2.396807,8.051500000000001,2.64921079016,8.187685652820001,4.18326,8.0715,4.544565,8.0916
6.08625,8.7105,2.778184,8.051500000000001,3.03047667116,8.18767501602,4.18326,8.0715,4.544565,8.0916
6.06563,8.72322,2.958837,8.051500000000001,3.21105163926,8.187658116820002,4.18326,8.0715,4.544565,8.0916
6.04459,8.73522,3.159562,8.051500000000001,3.41170092726,8.187646150320001,4.18326,8.0715,4.544565,8.0916
6.02314,8.74647,3.460649,8.051500000000001,3.71266279426,8.187633148020002,4.18326,8.0715,4.544565,8.0916
6.00131,8.756970000000001,3.681447,8.051500000000001,3.93355849606,8.196419498020001,4.18326,8.0715,4.544565,8.0916
5.97912,8.7667,4.002607,8.051500000000001,4.25469584816,8.201379058020001,4.18326,8.0715,4.544565,8.0916
5.95661,8.775650000000001,4.18326,8.0715,4.435273651859999,8.22141184152,4.18326,8.0715,4.544565,8.0916
5.9338,8.783810000000001,4.363912,8.0715,4.61869003186,8.252971541520001,4.18326,8.0715,4.544565,8.0916
5.91072,8.791169999999999,4.544565,8.0916,4.79896859786,8.309560641519999,4.18326,8.0715,4.544565,8.0916
6.22453,10.0843,4.705145,8.1518,4.960078409859999,8.36893260852,4.18326,8.0715,4.544565,8.0916
6.15984,10.1186,4.805507,8.212,5.058312469860001,8.432878368519999,4.18326,8.0715,4.544565,8.0916
6.09134,10.1399,4.925942,8.2522,5.17877235896,8.473066083520001,4.18326,8.0715,4.544565,8.0916
6.02295,10.1657,5.006232,8.3124,5.26345907896,8.52788125352,4.18326,8.0715,4.544565,8.0916
6.19122,12.2204,5.166812,8.3726,5.416403168960001,8.61504055352,4.18326,8.0715,4.544565,8.0916
6.06666,12.4619,5.247102,8.412800000000001,5.48750673896,8.68815225352,4.18326,8.0715,4.544565,8.0916
5.92202,12.6184,5.327392,8.473000000000001,5.55073373896,8.784079853520002,4.18326,8.0715,4.544565,8.0916
5.76647,12.7361,5.407682,8.633599999999999,5.61938453896,8.951064713519999,4.18326,8.0715,4.544565,8.0916
5.5983,13.0511,5.407682,8.8142,5.52687673896,9.15712761352,4.18326,8.0715,4.544565,8.0916
5.4048,13.4185,5.407682,8.8544,5.51323483896,9.199702693520001,4.18326,8.0715,4.544565,8.0916
5.17925,13.8457,5.287247,9.1153,5.279453838959999,9.43419879352,4.18326,8.0715,4.544565,8.0916
4.7189,15.8569,5.086522,9.2157,5.09417523896,9.57472469352,4.18326,8.0715,4.544565,8.0916
4.38674,16.2014,4.98616,9.255800000000001,5.00148949896,9.65719099352,4.18326,8.0715,4.544565,8.0916
4.10573,16.1503,4.865725,9.376200000000001,4.92835079896,9.86854999352,4.18326,8.0715,4.544565,8.0916
3.82668,16.0894,4.865725,9.4565,4.94425159896,9.950411453520001,4.18326,8.0715,4.544565,8.0916
3.54992,16.0187,4.885797,9.657299999999999,5.010271098960001,10.15186954952,4.18326,8.0715,4.544565,8.0916
3.2758,15.9385,4.966087,9.8178,5.11259599896,10.30313186952,4.18326,8.0715,4.544565,8.0916
3.00465,15.8487,5.006232,9.8781,5.15285181696,10.36333133952,4.18326,8.0715,4.544565,8.0916
2.73679,15.7495,5.186885,10.1189,5.31402601696,10.62002563952,4.18326,8.0715,4.544565,8.0916
2.47256,15.6411,5.287247,10.2594,5.373983916959999,10.80104383952,4.18326,8.0715,4.544565,8.0916
2.21227,15.5235,5.347465,10.3799,5.41455821696,10.93357963952,4.18326,8.0715,4.544565,8.0916
1.95625,15.3968,5.367537,10.6207,5.44719261696,11.17367907652,4.18326,8.0715,4.544565,8.0916
1.7048,15.2614,5.367537,10.8014,5.446350410959999,11.35438172313,4.18326,8.0715,4.544565,8.0916
1.45823,15.1172,5.407682,11.0222,5.50027571096,11.57316919313,4.18326,8.0715,4.544565,8.0916
1.21685,14.9645,5.407682,11.2229,5.500272759590001,11.77390681843,4.18326,8.0715,4.544565,8.0916
2.27009,12.9838,5.407682,11.3835,5.470635559590001,11.93729519843,4.18326,8.0715,4.544565,8.0916
2.85801,11.8698,5.407682,11.7247,5.46145820959,12.27861757643,4.18326,8.0715,4.544565,8.0916
3.24866,11.1336,5.38761,12.086,5.42145400959,12.63934275243,4.18326,8.0715,4.544565,8.0916
3.52154,10.6177,5.38761,12.086,5.42146090059,12.63935772793,4.18326,8.0715,4.544565,8.0916
3.72818,10.2298,5.367537,12.2667,5.39369301059,12.81935525993,4.18326,8.0715,4.544565,8.0916
3.88563,9.932169999999999,5.22703,12.6079,5.204720510590001,13.14447165993,4.18326,8.0715,4.544565,8.0916
4.01118,9.694470000000001,5.14674,12.8889,5.093527310590001,13.41846158993,4.18326,8.0715,4.544565,8.0916
4.10915,9.5038,4.966087,13.1097,4.97073721059,13.70350898993,4.18326,8.0715,4.544565,8.0916
4.19788,9.338290000000001,4.90587,13.2502,4.89926141059,13.83975128993,4.18326,8.0715,4.544565,8.0916
4.2744,9.196910000000001,4.82558,13.5915,4.78410431059,14.17468272993,4.18326,8.0715,4.544565,8.0916
4.37113,9.05392,4.685072,13.8323,4.63720154059,14.41194586993,4.18326,8.0715,4.544565,8.0916
4.3362,9.00873,4.58471,14.0732,4.52255044059,14.64740373993,4.18326,8.0715,4.544565,8.0916
4.27873,8.97653,4.363912,14.4345,4.39967784059,15.09122683993,4.18326,8.0715,4.544565,8.0916
4.26923,8.91545,4.363912,14.4345,4.39969007019,15.09120457653,4.18326,8.0715,4.544565,8.0916
4.31673,8.827360000000001,4.303695,14.6754,4.310034770190001,15.32662466653,4.18326,8.0715,4.544565,8.0916
4.35763,8.748609999999999,4.203332,14.9163,4.12278437019,15.54786586653,4.18326,8.0715,4.544565,8.0916
4.39764,8.67553,4.123042,15.0568,4.02945567019,15.68166350653,4.18326,8.0715,4.544565,8.0916
4.42605,8.61168,3.862099,15.2575,3.78563727019,15.90686140653,4.18326,8.0715,4.544565,8.0916
