-6.854547406858021,-8.394399541412466e-16,-2.311557397410888,-2.83084136778463e-16,-2.083575823902533,-0.4846023225555509
-6.857525872679769,-0.1196985593545568,-2.082016443721138,-0.03634173220676898,-1.851407179736783,-0.4742345076061117
-6.858475174732078,-0.2395032306416943,-1.89384470675988,-0.06613451445792866,-1.661081175841142,-0.465735995595274
-6.857739870662044,-0.3593989175221678,-1.768938156790496,-0.092706120486426,-1.533383630309934,-0.4667525276867363
-6.855305414139951,-0.4793696525098947,-1.718608558997158,-0.1201768175095021,-1.478571889674669,-0.4835864427840993
-6.851160368384447,-0.5993988642317325,-1.670937291693679,-0.1461880704859071,-1.426656918668708,-0.4995229039085923
-6.428722059456343,-0.6756859157947454,-1.68006033783487,-0.1765814570083285,-1.429507829915499,-0.5311276538721423
-4.982584123163755,-0.6117844037244459,-1.688323603151888,-0.2073000722750144,-1.431451243326114,-0.5628788431714041
-4.06437587861809,-0.5712107785252534,-1.692893880658669,-0.2379207190503406,-1.429796117502016,-0.5937944056591656
-3.429299906395892,-0.5431477463794985,-1.700575131390741,-0.2693446404151475,-1.431028048127881,-0.6261200424461428
-2.963656272682445,-0.5225725624197985,-1.708082072354507,-0.301180954620528,-1.432006605490556,-0.6588148048753935
-2.607420410007091,-0.5068311853491755,-1.714396612328649,-0.3332449434891003,-1.431771322826609,-0.6914938109697808
-2.325935127266794,-0.494392773319355,-1.720253249483179,-0.3656511159118273,-1.431018881735734,-0.7244163570781257
-2.097790905323226,-0.484313191671631,-1.726153141053357,-0.3985138532806978,-1.430217376361115,-0.7577948803685541
-1.909012389151869,-0.4759702463901243,-1.732176222417621,-0.4318800381078305,-1.429435732655806,-0.7916913231340845
-1.750147078735462,-0.4689504963828561,-1.643545414765551,-0.4403866666103043,-1.340897023362668,-0.7822743305014728
-1.614527685804262,-0.4629583640842186,-1.554083388583288,-0.4456262407606703,-1.252198273691753,-0.7694900013157312
-1.529483523384169,-0.4676100398840354,-1.473094568678673,-0.4503702063351825,-1.171900308679799,-0.7579171462724243
-1.483077673231128,-0.4818811470760638,-1.399383783614038,-0.4546873538851284,-1.098818395802457,-0.7473837893525592
-1.438926865153688,-0.4954622531767492,-1.331980270320434,-0.4586375874283579,-1.031989443776153,-0.7377541932845435
-1.428897196620109,-0.5200760473961412,-1.270054976836905,-0.4622622074502846,-0.9705929270566189,-0.7289027765599444
