52.25, 35.25
52.25, 35.35
52.3, 35.5
52.3, 35.65
52.3, 35.8
52.3, 35.95
47, 36.05
46.2, 36.1
46.1, 36.15
47.2, 36.15
47.65, 36.15
48.1, 36.15
48.45, 36.15
48.75, 36.15
49.05, 36.15
49.35, 36.15
49.65, 36.15
49.95, 36.15
50.25, 36.15
52.35, 36.15
52.65, 36.15
52.95, 36.15
53.25, 36.15
53.55, 36.15
53.85, 36.15
54.15, 36.15
54.45, 36.15
54.75, 36.15
55.05, 36.15
55.4, 36.15
55.7, 36.15
77, 36.15
46.3, 36.2
46.6, 36.2
46.9, 36.2
47.25, 36.2
47.55, 36.2
47.85, 36.2
48.15, 36.2
48.45, 36.2
48.75, 36.2
49.05, 36.2
49.35, 36.2
49.65, 36.2
49.95, 36.2
50.25, 36.2
52.3, 36.2
53, 36.2
53.35, 36.2
53.65, 36.2
53.95, 36.2
54.25, 36.2
54.55, 36.2
54.85, 36.2
55.15, 36.2
55.45, 36.2
55.75, 36.2
56.05, 36.2
56.35, 36.2
56.65, 36.2
56.95, 36.2
57.25, 36.2
57.55, 36.2
57.85, 36.2
58.15, 36.2
58.45, 36.2
58.75, 36.2
59.05, 36.2
59.35, 36.2
59.65, 36.2
59.95, 36.2
60.25, 36.2
60.55, 36.2
60.85, 36.2
61.15, 36.2
61.45, 36.2
61.75, 36.2
62.05, 36.2
62.35, 36.2
62.65, 36.2
62.95, 36.2
63.25, 36.2
63.55, 36.2
63.85, 36.2
64.15, 36.2
64.45, 36.2
64.75, 36.2
65.05, 36.2
65.35, 36.2
65.65, 36.2
65.95, 36.2
66.25, 36.2
66.55, 36.2
66.85, 36.2
67.15, 36.2
67.45, 36.2
67.9, 36.2
68.7, 36.2
69.45, 36.2
69.8, 36.2
70.1, 36.2
70.4, 36.2
70.7, 36.2
71, 36.2
71.3, 36.2
71.6, 36.2
71.9, 36.2
72.2, 36.2
72.5, 36.2
72.8, 36.2
73.1, 36.2
73.4, 36.2
73.7, 36.2
74, 36.2
74.3, 36.2
74.6, 36.2
74.9, 36.2
75.2, 36.2
77.4, 36.2
77.7, 36.2
78, 36.2
80.25, 36.2
82.45, 36.2
82.8, 36.2
83.1, 36.2
83.6, 36.2
84, 36.2
84.3, 36.2
84.65, 36.2
85, 36.2
85.3, 36.2
85.6, 36.2
85.9, 36.2
86.2, 36.2
86.5, 36.2
86.8, 36.2
87.1, 36.2
87.55, 36.2
88.15, 36.2
46.25, 36.25
46.55, 36.25
46.85, 36.25
47.15, 36.25
47.45, 36.25
47.75, 36.25
48.05, 36.25
48.35, 36.25
48.65, 36.25
48.95, 36.25
49.25, 36.25
49.55, 36.25
49.85, 36.25
50.15, 36.25
52.15, 36.25
52.45, 36.25
55.35, 36.25
55.9, 36.25
56.2, 36.25
56.5, 36.25
56.8, 36.25
57.1, 36.25
57.4, 36.25
57.7, 36.25
58, 36.25
58.3, 36.25
58.6, 36.25
58.9, 36.25
59.2, 36.25
59.5, 36.25
59.8, 36.25
60.1, 36.25
60.4, 36.25
60.7, 36.25
61, 36.25
61.3, 36.25
61.6, 36.25
61.9, 36.25
62.2, 36.25
62.5, 36.25
62.8, 36.25
63.1, 36.25
63.4, 36.25
63.7, 36.25
64, 36.25
64.3, 36.25
64.6, 36.25
64.9, 36.25
65.2, 36.25
65.5, 36.25
65.8, 36.25
66.1, 36.25
66.4, 36.25
66.7, 36.25
67, 36.25
67.3, 36.25
67.6, 36.25
67.9, 36.25
68.2, 36.25
68.5, 36.25
68.8, 36.25
69.1, 36.25
69.4, 36.25
69.7, 36.25
70, 36.25
70.3, 36.25
70.6, 36.25
70.9, 36.25
71.2, 36.25
71.5, 36.25
71.8, 36.25
72.1, 36.25
72.4, 36.25
72.7, 36.25
73, 36.25
73.3, 36.25
73.6, 36.25
73.9, 36.25
74.2, 36.25
74.5, 36.25
74.8, 36.25
75.1, 36.25
75.4, 36.25
75.7, 36.25
76, 36.25
76.3, 36.25
76.6, 36.25
76.9, 36.25
77.2, 36.25
77.5, 36.25
77.8, 36.25
78.1, 36.25
78.4, 36.25
78.7, 36.25
79, 36.25
79.3, 36.25
79.6, 36.25
79.9, 36.25
80.2, 36.25
80.5, 36.25
80.8, 36.25
81.1, 36.25
81.4, 36.25
81.7, 36.25
82, 36.25
82.3, 36.25
82.6, 36.25
82.9, 36.25
83.2, 36.25
83.5, 36.25
83.8, 36.25
84.1, 36.25
84.4, 36.25
84.7, 36.25
85, 36.25
85.3, 36.25
85.6, 36.25
85.9, 36.25
86.2, 36.25
86.5, 36.25
86.8, 36.25
87.1, 36.25
87.4, 36.25
87.7, 36.25
88, 36.25
88.3, 36.25
88.6, 36.25
46.1, 36.3
50, 36.3
52.1, 36.3
52.4, 36.3
52.7, 36.3
53.3, 36.3
53.95, 36.3
55.5, 36.3
55.85, 36.3
56.2, 36.3
56.55, 36.3
57, 36.3
57.3, 36.3
57.6, 36.3
57.95, 36.3
58.25, 36.3
60.1, 36.3
61.3, 36.3
61.65, 36.3
62, 36.3
66, 36.3
67.25, 36.3
71.2, 36.3
71.5, 36.3
71.8, 36.3
74.7, 36.3
75, 36.3
75.3, 36.3
75.6, 36.3
78.15, 36.3
85.4, 36.3
87.3, 36.3
88.1, 36.3
88.55, 36.3
52.3, 36.35
58.35, 36.35
59.1, 36.35
59.45, 36.35
67.3, 36.35
81.8, 36.35
46.1, 36.4
59.55, 36.4
74.5, 36.4
81.8, 36.4
88.9, 36.4
55.95, 36.45
67.25, 36.45
78.05, 36.45
85.4, 36.45
52.25, 36.5
63.45, 36.5
74.55, 36.5
85.4, 36.5
52.25, 36.55
63.45, 36.55
74.55, 36.55
85.35, 36.55
52.25, 36.6
63.4, 36.6
74.5, 36.6
81.8, 36.6
88.9, 36.6
56, 36.65
67.25, 36.65
78.05, 36.65
85.45, 36.65
55.95, 36.7
67.3, 36.7
78.05, 36.7
85.35, 36.7
52.25, 36.75
59.6, 36.75
70.85, 36.75
78.2, 36.75
85.45, 36.75
52.3, 36.8
67.3, 36.8
78.05, 36.8
85.35, 36.8
46.15, 36.85
56.1, 36.85
67.3, 36.85
78.05, 36.85
85.4, 36.85
52.3, 36.9
63.4, 36.9
74.5, 36.9
81.85, 36.9
46.1, 36.95
59.55, 36.95
70.85, 36.95
78.2, 36.95
85.45, 36.95
52.3, 37
63.4, 37
70.95, 37
81.8, 37
88.9, 37
56, 37.05
63.45, 37.05
70.95, 37.05
81.75, 37.05
88.85, 37.05
55.95, 37.1
63.5, 37.1
74.55, 37.1
85.35, 37.1
46.15, 37.15
59.55, 37.15
67.25, 37.15
74.55, 37.15
81.85, 37.15
88.9, 37.15
56, 37.2
63.4, 37.2
70.9, 37.2
78.2, 37.2
85.45, 37.2
55.95, 37.25
63.45, 37.25
70.95, 37.25
81.8, 37.25
88.9, 37.25
56, 37.3
63.45, 37.3
70.95, 37.3
81.8, 37.3
88.9, 37.3
56, 37.35
63.5, 37.35
74.5, 37.35
81.8, 37.35
88.9, 37.35
56, 37.4
63.5, 37.4
74.55, 37.4
85.35, 37.4
52.25, 37.45
59.55, 37.45
67.3, 37.45
78.05, 37.45
85.35, 37.45
52.25, 37.5
59.55, 37.5
67.3, 37.5
74.6, 37.5
81.85, 37.5
46.1, 37.55
56.1, 37.55
67.25, 37.55
74.6, 37.55
81.8, 37.55
88.9, 37.55
56, 37.6
63.5, 37.6
74.5, 37.6
81.75, 37.6
88.85, 37.6
55.95, 37.65
63.4, 37.65
70.9, 37.65
78.1, 37.65
85.4, 37.65
52.3, 37.7
63.4, 37.7
70.9, 37.7
78.1, 37.7
85.4, 37.7
52.25, 37.75
59.6, 37.75
70.85, 37.75
78.1, 37.75
85.4, 37.75
52.25, 37.8
59.55, 37.8
67.3, 37.8
74.6, 37.8
81.85, 37.8
46.15, 37.85
56.1, 37.85
67.25, 37.85
74.5, 37.85
81.75, 37.85
88.85, 37.85
55.95, 37.9
63.4, 37.9
70.9, 37.9
78.05, 37.9
85.35, 37.9
52.25, 37.95
59.6, 37.95
70.85, 37.95
74.6, 37.95
81.85, 37.95
46.1, 38
56.1, 38
67.25, 38
74.5, 38
81.75, 38
88.85, 38
56.05, 38.05
63.5, 38.05
71, 38.05
81.75, 38.05
88.85, 38.05
56.05, 38.1
63.5, 38.1
71, 38.1
78.2, 38.1
88.85, 38.1
56, 38.15
63.45, 38.15
70.95, 38.15
78.1, 38.15
85.45, 38.15
52.3, 38.2
63.4, 38.2
70.9, 38.2
78.05, 38.2
85.35, 38.2
46.1, 38.25
56.1, 38.25
67.25, 38.25
74.5, 38.25
78.2, 38.25
85.45, 38.25
52.3, 38.3
63.4, 38.3
70.9, 38.3
78.1, 38.3
85.45, 38.3
52.3, 38.35
63.4, 38.35
70.9, 38.35
78.05, 38.35
85.4, 38.35
46.15, 38.4
59.55, 38.4
67.3, 38.4
74.55, 38.4
81.8, 38.4
46.05, 38.45
56.05, 38.45
63.5, 38.45
71, 38.45
81.75, 38.45
46.05, 38.5
56.05, 38.5
63.5, 38.5
71, 38.5
78.15, 38.5
88.85, 38.5
52.3, 38.55
63.4, 38.55
70.9, 38.55
78.05, 38.55
85.45, 38.55
52.25, 38.6
59.6, 38.6
70.85, 38.6
74.6, 38.6
85.35, 38.6
46.1, 38.65
56.1, 38.65
67.2, 38.65
74.5, 38.65
81.75, 38.65
88.9, 38.65
56, 38.7
63.45, 38.7
70.95, 38.7
